                MSCBC01%3A1000,BC3 1    eniq_oss_1 MSCBC01 1   2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         12       38    (NULL)      (NULL)          62            62          97           92 
                MSCBC01%3A1000,BC3 86   eniq_oss_1 MSCBC01 86  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         71       30    (NULL)      (NULL)          63            44          48           18 
                MSCBC01%3A1000,BC3 87   eniq_oss_1 MSCBC01 87  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         60       86    (NULL)      (NULL)          44            96          84           54 
                MSCBC01%3A1000,BC3 88   eniq_oss_1 MSCBC01 88  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          5        3    (NULL)      (NULL)          99            37           5           34 
                MSCBC01%3A1000,BC3 89   eniq_oss_1 MSCBC01 89  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          4       75    (NULL)      (NULL)          84            96          68            7 
                MSCBC01%3A1000,BC3 90   eniq_oss_1 MSCBC01 90  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         38       22    (NULL)      (NULL)          98            98          99           75 
                MSCBC01%3A1000,BC3 91   eniq_oss_1 MSCBC01 91  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         79       49    (NULL)      (NULL)          97            96           3           96 
                MSCBC01%3A1000,BC3 92   eniq_oss_1 MSCBC01 92  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         25       97    (NULL)      (NULL)          56            46          41           98 
                MSCBC01%3A1000,BC3 93   eniq_oss_1 MSCBC01 93  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         75       94    (NULL)      (NULL)          39            61          84           17 
                MSCBC01%3A1000,BC3 94   eniq_oss_1 MSCBC01 94  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          3       82    (NULL)      (NULL)          73             8          86           64 
                MSCBC01%3A1000,BC3 95   eniq_oss_1 MSCBC01 95  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         79        6    (NULL)      (NULL)          28            72          45           65 
                MSCBC01%3A1000,BC3 96   eniq_oss_1 MSCBC01 96  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         13       73    (NULL)      (NULL)          72            99          53           61 
                MSCBC01%3A1000,BC3 97   eniq_oss_1 MSCBC01 97  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         22       71    (NULL)      (NULL)          74             7          58           76 
                MSCBC01%3A1000,BC3 98   eniq_oss_1 MSCBC01 98  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         18       45    (NULL)      (NULL)          84            15          78           36 
                MSCBC01%3A1000,BC3 99   eniq_oss_1 MSCBC01 99  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         94       48    (NULL)      (NULL)          16            19          11            6 
                MSCBC01%3A1000,BC3 100  eniq_oss_1 MSCBC01 100 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         55       11    (NULL)      (NULL)          47            38          69           21 
                MSCBC01%3A1000,BC3 101  eniq_oss_1 MSCBC01 101 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         31       65    (NULL)      (NULL)           3            45          61           74 
                MSCBC01%3A1000,BC3 102  eniq_oss_1 MSCBC01 102 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         39       72    (NULL)      (NULL)          97            34          65           84 
                MSCBC01%3A1000,BC3 103  eniq_oss_1 MSCBC01 103 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          7       96    (NULL)      (NULL)          83            64          34           38 
                MSCBC01%3A1000,BC3 104  eniq_oss_1 MSCBC01 104 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         50       28    (NULL)      (NULL)          44            63          30           77 
                MSCBC01%3A1000,BC3 105  eniq_oss_1 MSCBC01 105 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         80       20    (NULL)      (NULL)          67            42          77           66 
                MSCBC01%3A1000,BC3 106  eniq_oss_1 MSCBC01 106 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         37       26    (NULL)      (NULL)          65            28          99           82 
                MSCBC01%3A1000,BC3 107  eniq_oss_1 MSCBC01 107 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          0       60    (NULL)      (NULL)          98            36          42           45 
                MSCBC01%3A1000,BC3 108  eniq_oss_1 MSCBC01 108 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         29       44    (NULL)      (NULL)          56            79          39           53 
                MSCBC01%3A1000,BC3 109  eniq_oss_1 MSCBC01 109 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         73        7    (NULL)      (NULL)          74            39          75           68 
                MSCBC01%3A1000,BC3 110  eniq_oss_1 MSCBC01 110 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         52       12    (NULL)      (NULL)          21            61          96           19 
                MSCBC01%3A1000,BC3 111  eniq_oss_1 MSCBC01 111 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         22        1    (NULL)      (NULL)          81             6          99           36 
                MSCBC01%3A1000,BC3 112  eniq_oss_1 MSCBC01 112 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         91       44    (NULL)      (NULL)           3            41          38           41 
                MSCBC01%3A1000,BC3 113  eniq_oss_1 MSCBC01 113 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         22       23    (NULL)      (NULL)          71            55          86           57 
                MSCBC01%3A1000,BC3 114  eniq_oss_1 MSCBC01 114 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         27       43    (NULL)      (NULL)          88            33          72           94 
                MSCBC01%3A1000,BC3 115  eniq_oss_1 MSCBC01 115 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         96       81    (NULL)      (NULL)          15            72          69           99 
                MSCBC01%3A1000,BC3 116  eniq_oss_1 MSCBC01 116 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         94       79    (NULL)      (NULL)          42            93          23           85 
