KPI,Formula,Description,Counters,CountersDescription,Access Type,System Area,Node Type,Measure,Measure Type,GSM Access Type,LTE Access Type,NR Access Type,WCDMA Access Type,Complexity,Custom Where Clause Condition,Custom Keys,SQL Operator,Mapping Columns,Category
Control Plane Service Request Failure Ratio,(DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ControlPlaneServiceRequestFail_E-DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ControlPlaneServiceReqNasCongestionControlRejected_E-DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CpsrRejectDueToApnRestriction_E-DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CPServReqServGapCtrlRejected_E)/(DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ControlPlaneServiceRequestAtt_E-DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ControlPlaneServiceReqNasCongestionControlRejected_E-DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CPServiceReqUscDiscarded_E-DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CPServiceReqUscRejected_E-DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CPServiceReqUscDetached_E-DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CPServReqServGapCtrlRejected_E),,"DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ControlPlaneServiceRequestFail_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ControlPlaneServiceReqNasCongestionControlRejected_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CpsrRejectDueToApnRestriction_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ControlPlaneServiceRequestAtt_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CPServiceReqUscDiscarded_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CPServiceReqUscRejected_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CPServiceReqUscDetached_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CPServReqServGapCtrlRejected_E",,LTE,Core,SGSN-MME,ControlPlaneServiceRequestFailureRatio,KPI,FALSE,TRUE,FALSE,FALSE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,DC_TIMEZONE",,,
CS Fallback to 1xRTT Failure Ratio,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtendedServiceReqFail_E / (DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtendedServiceReqAtt_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_EmcExtServiceReqUscDiscarded_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDiscarded_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscRejected_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDetached_E),,"DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtendedServiceReqFail_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtendedServiceReqAtt_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_EmcExtServiceReqUscDiscarded_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDiscarded_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscRejected_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDetached_E",,,Core,SGSN-MME,CSFallbackto1xRTTFailureRatio,KPI,,TRUE,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
CS Fallback to WCDMA/GERAN Failure Ratio,(DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CsfbToWGAtt_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CsfbToWGSucc_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_EmcExtServiceReqUscDiscarded_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDiscarded_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscRejected_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDetached_E) / (DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CsfbToWGAtt_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_EmcExtServiceReqUscDiscarded_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDiscarded_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscRejected_E - DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDetached_E),,"DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CsfbToWGAtt_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_CsfbToWGSucc_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_EmcExtServiceReqUscDiscarded_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDiscarded_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscRejected_E,DC_E_SGSNMME_MOBILITY_MM_E_RAW.VS_MM_ExtServiceReqUscDetached_E",,,Core,SGSN-MME,CSFallbacktoWCDMA/GERANFailureRatio,KPI,,TRUE,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Dedicated Bearer Activation Failure Ratio,(DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerAtt_E - DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerSucc_E - DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerFail_88 - DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerFail_87_90 - DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerFail_102) / DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerAtt_E,,"DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerAtt_E,DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerSucc_E,DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerFail_88,DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerFail_87_90,DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_CreateDedicatedBearerFail_102",,,Core,SGSN-MME,DedicatedBearerActivationFailureRatio,KPI,,TRUE,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Dedicated Bearer Activation Failure Ratio per QCI,(DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_CreateDedicatedBearerQCIAtt_E - DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_CreateDedicatedBearerQCISucc_E) / DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_CreateDedicatedBearerQCIAtt_E,,"DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_CreateDedicatedBearerQCIAtt_E,DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_CreateDedicatedBearerQCISucc_E",,,Core,SGSN-MME,Dedicated Bearer Activation Failure Ratio per QCI,KPI,,TRUE,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Default Bearer Activation Failure Ratio per QCI,(DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_ActBearerQCIAtt_E - DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_ActBearerQCISucc_E) / DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_ActBearerQCIAtt_E,,"DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_ActBearerQCIAtt_E,DC_E_SGSNMME_SESSION_SM_E_QCI_RAW.VS_SM_ActBearerQCISucc_E",,,Core,SGSN-MME,DefaultBearerActivationFailureRatioperQCI,KPI,,TRUE,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Gb Downlink Packet Throughput,((DC_E_SGSNMME_SNDCP_RAW.downlinkSndcpNpduSent)) /1000,,DC_E_SGSNMME_SNDCP_RAW.downlinkSndcpNpduSent,,GSM,Core,SGSN-MME,GbDownlinkPacketThroughput,KPI,TRUE,FALSE,FALSE,FALSE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Gb Downlink Throughput,(DC_E_SGSNMME_SNDCP_RAW.downlinkSndcpOctetSent *1024 *(8/1000)) /1000,,DC_E_SGSNMME_SNDCP_RAW.downlinkSndcpOctetSent,,,Core,SGSN-MME,GbDownlinkThroughput,KPI,TRUE,,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Gb Uplink Packet Throughput,((DC_E_SGSNMME_SNDCP_RAW.uplinkSndcpNpduReceived)) /1000,,DC_E_SGSNMME_SNDCP_RAW.uplinkSndcpNpduReceived,,GSM,Core,SGSN-MME,GbUplinkPacketThroughput,KPI,TRUE,FALSE,FALSE,FALSE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Gb Uplink Throughput,(DC_E_SGSNMME_SNDCP_RAW.uplinkSndcpOctetReceivedMode *1024 *(8/1000)) /1000,,DC_E_SGSNMME_SNDCP_RAW.uplinkSndcpOctetReceivedMode,,,Core,SGSN-MME,GbUplinkThroughput,KPI,TRUE,,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
GBR Bearer Activation Failure Ratio,(DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_ActDedicatedEpsGbrBearerAtt - DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_ActDedicatedEpsGbrBearerSucc) / DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_ActDedicatedEpsGbrBearerAtt,,"DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_ActDedicatedEpsGbrBearerAtt,DC_E_SGSNMME_SESSION_SM_E_RAW.VS_SM_ActDedicatedEpsGbrBearerSucc",,,Core,SGSN-MME,GBRBearerActivationFailureRatio,KPI,,TRUE,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Gn Downlink Packet Throughput,((DC_E_SGSNMME_GTPCONTROLPLANE_RAW.GTP_InDataPktGn)) /1000,,DC_E_SGSNMME_GTPCONTROLPLANE_RAW.GTP_InDataPktGn,,,Core,SGSN-MME,GnDownlinkPacketThroughput,KPI,TRUE,FALSE,FALSE,TRUE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Gn Downlink Throughput,(DC_E_SGSNMME_GTPCONTROLPLANE_RAW.GTP_InDataOctGn *1024 *(8/1000)) /1000,,DC_E_SGSNMME_GTPCONTROLPLANE_RAW.GTP_InDataOctGn,,,Core,SGSN-MME,GnDownlinkThroughput,KPI,TRUE,,,TRUE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Gn Uplink Packet Throughput,((DC_E_SGSNMME_GTPCONTROLPLANE_RAW.GTP_OutDataPktGn)) /1000,,DC_E_SGSNMME_GTPCONTROLPLANE_RAW.GTP_OutDataPktGn,,GSM,Core,SGSN-MME,GnUplinkPacketThroughput,KPI,TRUE,FALSE,FALSE,TRUE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Gn Uplink Throughput,(DC_E_SGSNMME_GTPCONTROLPLANE_RAW.GTP_OutDataOctGn *1024 *(8/1000)) /1000,,DC_E_SGSNMME_GTPCONTROLPLANE_RAW.GTP_OutDataOctGn,,,Core,SGSN-MME,GnUplinkThroughput,KPI,TRUE,,,TRUE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Inter SGSN-MME IRAT Handover Failure Ratio as Target,(DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsAttInc_E - DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_FromUmtsFailIntraDueToApnRestriction_E - DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_FromUmtsFailInterDueToApnRestriction_E - DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsSuccInc_E) / DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsAttInc_E,,"DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsAttInc_E,DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_FromUmtsFailIntraDueToApnRestriction_E,DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_FromUmtsFailInterDueToApnRestriction_E,DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsSuccInc_E",,LTE,Core,SGSN-MME,InterSGSN-MMEIRATHandoverFailureRatioasTarget,KPI,FALSE,TRUE,FALSE,FALSE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Inter SGSN-MME IRAT Handover Failure Ratio Source,(DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsAttOut_E - DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsSuccOut_E) / DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsAttOut_E,,"DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsAttOut_E,DC_E_SGSNMME_MOBILITY_IRATHO_E_RAW.VS_IRATHO_UmtsSuccOut_E",,,Core,SGSN-MME,InterSGSN-MMEIRATHandoverFailureRatioSource,KPI,,TRUE,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Inter-ISC SGSN-MME TAU Failure Ratio,(DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFailNoCtxt_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_9_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_11_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_12_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_13_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_14_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_15_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTauRejectDueToApnRestriction_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUNasCongestionControlRejected_E) / (DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterAtt_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_EmcInterTAUUscDiscarded_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscDiscarded_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscRejected_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterDecorRerouteOut_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUNasCongestionControlRejected_E),,"DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFailNoCtxt_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_9_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_11_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_12_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_13_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_14_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_15_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTauRejectDueToApnRestriction_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUNasCongestionControlRejected_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterAtt_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_EmcInterTAUUscDiscarded_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscDiscarded_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscRejected_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterDecorRerouteOut_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUNasCongestionControlRejected_E",,,Core,SGSN-MME,Inter-ISCSGSN-MMETAUFailureRatio,KPI,,TRUE,,,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Inter-ISC SGSN-MME TAU Failure Ratio-FV,(DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFailNoCtxt_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_9_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_11_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_12_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_13_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_14_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_15_E) / (DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterAtt_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_EmcInterTAUUscDiscarded_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscDiscarded_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscRejected_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterDecorRerouteOut_E),,"DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFailNoCtxt_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_9_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_11_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_12_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_13_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_14_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_15_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterAtt_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_EmcInterTAUUscDiscarded_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscDiscarded_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscRejected_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterDecorRerouteOut_E",,LTE,Core,SGSN-MME,Inter-ISCSGSN-MMETAUFailureRatio-FV,KPI,FALSE,TRUE,FALSE,FALSE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
Inter-ISC SGSN-MME TAU Failure Ratio-GE,(DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFailNoCtxt_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_9_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_11_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_12_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_13_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_14_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_15_E) / (DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterAtt_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_EmcInterTAUUscDiscarded_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscDiscarded_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscRejected_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterDecorRerouteOut_E - DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUNasCongestionControlRejected_E),,"DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFailNoCtxt_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_9_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_11_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_12_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_13_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_14_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterFail_15_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterAtt_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_EmcInterTAUUscDiscarded_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscDiscarded_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUUscRejected_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_TauInterDecorRerouteOut_E,DC_E_SGSNMME_MOBILITY_ISYSC_E_RAW.VS_ISYSC_InterTAUNasCongestionControlRejected_E",,LTE,Core,SGSN-MME,Inter-ISCSGSN-MMETAUFailureRatio-GE,KPI,FALSE,TRUE,FALSE,FALSE,Simple,,"MOID ,OSS_ID,SGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
